account_id,district_id,frequency,Date,Account_type
8688,66,MONTHLY ISSUANCE,2019-11-22,Savings account
513,58,MONTHLY ISSUANCE,2019-11-21,Salary account
1549,21,MONTHLY ISSUANCE,2019-11-21,Savings account
3093,16,MONTHLY ISSUANCE,2019-11-21,Savings account
10905,32,MONTHLY ISSUANCE,2019-11-21,Savings account
2234,3,MONTHLY ISSUANCE,2019-11-21,Salary account
2285,36,MONTHLY ISSUANCE,2019-11-21,Savings account
3809,1,MONTHLY ISSUANCE,2019-11-21,NRI account
1546,15,MONTHLY ISSUANCE,2019-11-20,Salary account
2826,35,MONTHLY ISSUANCE,2019-11-20,Salary account
797,57,MONTHLY ISSUANCE,2019-11-20,NRI account
530,54,MONTHLY ISSUANCE,2019-11-19,NRI account
508,74,MONTHLY ISSUANCE,2019-11-19,NRI account
341,28,MONTHLY ISSUANCE,2019-11-19,Savings account
3256,40,MONTHLY ISSUANCE,2019-11-19,Savings account
4033,57,MONTHLY ISSUANCE,2019-11-19,Salary account
5878,76,MONTHLY ISSUANCE,2019-11-19,Savings account
77,63,MONTHLY ISSUANCE,2019-11-19,Savings account
1320,58,MONTHLY ISSUANCE,2019-11-18,Savings account
3376,58,MONTHLY ISSUANCE,2019-11-17,NRI account
1260,5,MONTHLY ISSUANCE,2019-11-17,Savings account
1021,42,MONTHLY ISSUANCE,2019-11-17,Salary account
48,21,MONTHLY ISSUANCE,2019-11-17,Savings account
4069,38,MONTHLY ISSUANCE,2019-11-17,Salary account
3564,14,MONTHLY ISSUANCE,2019-11-17,NRI account
63,22,MONTHLY ISSUANCE,2019-11-16,Salary account
1991,1,MONTHLY ISSUANCE,2019-11-16,NRI account
3291,45,MONTHLY ISSUANCE,2019-11-16,NRI account
2385,60,MONTHLY ISSUANCE,2019-11-15,Savings account
2032,36,MONTHLY ISSUANCE,2019-11-14,Salary account
570,3,MONTHLY ISSUANCE,2019-11-14,Savings account
993,6,MONTHLY ISSUANCE,2019-11-14,NRI account
3884,1,MONTHLY ISSUANCE,2019-11-14,Salary account
3765,32,MONTHLY ISSUANCE,2019-11-14,NRI account
3589,5,MONTHLY ISSUANCE,2019-11-13,NRI account
2967,38,MONTHLY ISSUANCE,2019-11-13,NRI account
3437,1,MONTHLY ISSUANCE,2019-11-13,NRI account
4102,60,MONTHLY ISSUANCE,2019-11-13,NRI account
3498,31,MONTHLY ISSUANCE,2019-11-12,Salary account
2258,3,MONTHLY ISSUANCE,2019-11-12,Savings account
3177,74,MONTHLY ISSUANCE,2019-11-12,Salary account
1638,6,WEEKLY ISSUANCE,2019-11-12,Savings account
3819,69,MONTHLY ISSUANCE,2019-11-11,Salary account
6157,34,MONTHLY ISSUANCE,2019-11-11,Salary account
1326,52,MONTHLY ISSUANCE,2019-11-11,NRI account
4286,43,MONTHLY ISSUANCE,2019-11-11,Savings account
3224,55,MONTHLY ISSUANCE,2019-11-10,Salary account
829,59,MONTHLY ISSUANCE,2019-11-10,Savings account
511,14,MONTHLY ISSUANCE,2019-11-10,NRI account
3560,57,MONTHLY ISSUANCE,2019-11-10,Salary account
1555,34,MONTHLY ISSUANCE,2019-11-10,Savings account
2160,72,MONTHLY ISSUANCE,2019-11-10,Salary account
4383,73,MONTHLY ISSUANCE,2019-11-10,NRI account
2517,55,ISSUANCE AFTER TRANSACTION,2019-11-10,Savings account
2107,70,MONTHLY ISSUANCE,2019-11-09,Salary account
9333,36,MONTHLY ISSUANCE,2019-11-08,Savings account
4753,1,MONTHLY ISSUANCE,2019-11-07,Savings account
9528,19,MONTHLY ISSUANCE,2019-11-07,Salary account
91,17,MONTHLY ISSUANCE,2019-11-06,NRI account
3615,46,MONTHLY ISSUANCE,2019-11-05,NRI account
1324,42,MONTHLY ISSUANCE,2019-11-05,Savings account
431,18,MONTHLY ISSUANCE,2019-11-05,NRI account
11328,54,MONTHLY ISSUANCE,2019-11-05,NRI account
3626,51,MONTHLY ISSUANCE,2019-11-05,Savings account
1899,26,MONTHLY ISSUANCE,2019-11-05,NRI account
2130,46,MONTHLY ISSUANCE,2019-11-04,NRI account
714,23,MONTHLY ISSUANCE,2019-11-04,Salary account
255,68,MONTHLY ISSUANCE,2019-11-03,Savings account
2193,44,MONTHLY ISSUANCE,2019-11-03,NRI account
9455,73,MONTHLY ISSUANCE,2019-11-03,NRI account
3557,72,MONTHLY ISSUANCE,2019-11-02,Salary account
1663,55,MONTHLY ISSUANCE,2019-11-02,Savings account
6265,5,MONTHLY ISSUANCE,2019-11-01,NRI account
1683,77,MONTHLY ISSUANCE,2019-11-01,Savings account
6440,1,MONTHLY ISSUANCE,2019-11-01,Salary account
926,36,MONTHLY ISSUANCE,2019-11-01,Savings account
2685,67,MONTHLY ISSUANCE,2019-11-01,NRI account
2279,2,WEEKLY ISSUANCE,2019-10-30,Salary account
1478,5,MONTHLY ISSUANCE,2019-10-30,Salary account
3228,29,MONTHLY ISSUANCE,2019-10-30,NRI account
221,19,MONTHLY ISSUANCE,2019-10-30,NRI account
3022,64,MONTHLY ISSUANCE,2019-10-30,NRI account
122,31,MONTHLY ISSUANCE,2019-10-30,Savings account
2418,64,MONTHLY ISSUANCE,2019-10-29,Savings account
806,13,MONTHLY ISSUANCE,2019-10-29,Salary account
65,36,MONTHLY ISSUANCE,2019-10-29,Savings account
9201,69,MONTHLY ISSUANCE,2019-10-28,Savings account
888,54,MONTHLY ISSUANCE,2019-10-28,Salary account
4715,8,MONTHLY ISSUANCE,2019-10-28,Savings account
3956,6,MONTHLY ISSUANCE,2019-10-28,Salary account
4375,39,MONTHLY ISSUANCE,2019-10-28,Savings account
1855,34,MONTHLY ISSUANCE,2019-10-27,NRI account
224,15,MONTHLY ISSUANCE,2019-10-27,Salary account
281,1,MONTHLY ISSUANCE,2019-10-27,NRI account
199,70,MONTHLY ISSUANCE,2019-10-26,Savings account
778,68,MONTHLY ISSUANCE,2019-10-26,NRI account
3811,1,MONTHLY ISSUANCE,2019-10-26,NRI account
1785,52,MONTHLY ISSUANCE,2019-10-25,NRI account
5912,45,MONTHLY ISSUANCE,2019-10-25,Salary account
1176,19,MONTHLY ISSUANCE,2019-10-24,NRI account
272,11,MONTHLY ISSUANCE,2019-10-23,Salary account
366,1,MONTHLY ISSUANCE,2019-10-23,Salary account
1226,1,MONTHLY ISSUANCE,2019-10-23,Salary account
2759,46,MONTHLY ISSUANCE,2019-10-23,Salary account
6902,60,MONTHLY ISSUANCE,2019-10-22,Savings account
3877,59,MONTHLY ISSUANCE,2019-10-22,Salary account
2290,37,MONTHLY ISSUANCE,2019-10-22,Savings account
1330,68,MONTHLY ISSUANCE,2019-10-22,NRI account
9037,1,MONTHLY ISSUANCE,2019-10-22,Salary account
1464,73,MONTHLY ISSUANCE,2019-10-21,NRI account
1819,55,WEEKLY ISSUANCE,2019-10-21,Savings account
2502,32,MONTHLY ISSUANCE,2019-10-21,Savings account
1888,6,MONTHLY ISSUANCE,2019-10-21,Salary account
5317,28,MONTHLY ISSUANCE,2019-10-20,NRI account
6592,1,MONTHLY ISSUANCE,2019-10-20,Salary account
1060,6,MONTHLY ISSUANCE,2019-10-20,Savings account
473,73,MONTHLY ISSUANCE,2019-10-20,NRI account
1745,53,MONTHLY ISSUANCE,2019-10-19,Salary account
1090,69,MONTHLY ISSUANCE,2019-10-19,NRI account
329,3,MONTHLY ISSUANCE,2019-10-19,NRI account
975,1,MONTHLY ISSUANCE,2019-10-19,NRI account
3143,38,MONTHLY ISSUANCE,2019-10-18,NRI account
2709,2,MONTHLY ISSUANCE,2019-10-18,Savings account
1541,60,MONTHLY ISSUANCE,2019-10-18,NRI account
305,34,MONTHLY ISSUANCE,2019-10-18,NRI account
3690,67,ISSUANCE AFTER TRANSACTION,2019-10-18,Savings account
3766,29,ISSUANCE AFTER TRANSACTION,2019-10-18,Savings account
3454,32,MONTHLY ISSUANCE,2019-10-17,Savings account
2046,68,MONTHLY ISSUANCE,2019-10-17,NRI account
1492,24,MONTHLY ISSUANCE,2019-10-17,Salary account
3776,1,MONTHLY ISSUANCE,2019-10-16,Salary account
1577,67,MONTHLY ISSUANCE,2019-10-16,NRI account
8784,1,MONTHLY ISSUANCE,2019-10-16,Salary account
1645,50,MONTHLY ISSUANCE,2019-10-16,NRI account
713,58,MONTHLY ISSUANCE,2019-10-15,NRI account
11325,62,MONTHLY ISSUANCE,2019-10-15,Savings account
8628,2,ISSUANCE AFTER TRANSACTION,2019-10-15,Savings account
4493,61,ISSUANCE AFTER TRANSACTION,2019-10-15,Salary account
410,49,MONTHLY ISSUANCE,2019-10-15,Savings account
2988,66,ISSUANCE AFTER TRANSACTION,2019-10-14,Salary account
3314,25,MONTHLY ISSUANCE,2019-10-14,Salary account
4949,33,MONTHLY ISSUANCE,2019-10-14,Savings account
9677,8,MONTHLY ISSUANCE,2019-10-13,NRI account
342,64,MONTHLY ISSUANCE,2019-10-13,NRI account
536,14,MONTHLY ISSUANCE,2019-10-13,NRI account
350,47,MONTHLY ISSUANCE,2019-10-13,Savings account
2475,17,MONTHLY ISSUANCE,2019-10-13,Savings account
10063,4,WEEKLY ISSUANCE,2019-10-13,Salary account
581,26,MONTHLY ISSUANCE,2019-10-13,Savings account
6950,36,MONTHLY ISSUANCE,2019-10-12,Savings account
3271,8,MONTHLY ISSUANCE,2019-10-12,NRI account
3329,3,MONTHLY ISSUANCE,2019-10-12,Savings account
4090,72,MONTHLY ISSUANCE,2019-10-11,Savings account
3249,74,MONTHLY ISSUANCE,2019-10-11,Savings account
472,8,MONTHLY ISSUANCE,2019-10-11,Salary account
1777,60,MONTHLY ISSUANCE,2019-10-10,NRI account
1003,28,MONTHLY ISSUANCE,2019-10-10,Savings account
3394,23,MONTHLY ISSUANCE,2019-10-09,Salary account
7636,40,MONTHLY ISSUANCE,2019-10-08,Savings account
3175,50,MONTHLY ISSUANCE,2019-10-08,NRI account
1812,31,MONTHLY ISSUANCE,2019-10-08,NRI account
10607,52,MONTHLY ISSUANCE,2019-10-08,Savings account
2999,66,MONTHLY ISSUANCE,2019-10-08,NRI account
921,10,MONTHLY ISSUANCE,2019-10-08,Salary account
2934,1,MONTHLY ISSUANCE,2019-10-08,Salary account
261,54,MONTHLY ISSUANCE,2019-10-07,NRI account
2240,36,MONTHLY ISSUANCE,2019-10-07,NRI account
2657,55,MONTHLY ISSUANCE,2019-10-07,Savings account
1558,32,MONTHLY ISSUANCE,2019-10-06,NRI account
2465,57,MONTHLY ISSUANCE,2019-10-06,Savings account
814,76,MONTHLY ISSUANCE,2019-10-06,Salary account
325,75,MONTHLY ISSUANCE,2019-10-06,Savings account
3904,18,MONTHLY ISSUANCE,2019-10-05,NRI account
2252,1,MONTHLY ISSUANCE,2019-10-05,NRI account
826,44,MONTHLY ISSUANCE,2019-10-05,Salary account
1008,13,MONTHLY ISSUANCE,2019-10-05,NRI account
3913,23,MONTHLY ISSUANCE,2019-10-04,NRI account
822,40,MONTHLY ISSUANCE,2019-10-04,Salary account
1155,43,MONTHLY ISSUANCE,2019-10-04,NRI account
2807,42,MONTHLY ISSUANCE,2019-10-04,Salary account
1751,53,MONTHLY ISSUANCE,2019-10-04,NRI account
3158,71,MONTHLY ISSUANCE,2019-10-03,NRI account
3071,41,MONTHLY ISSUANCE,2019-10-03,Savings account
1586,1,MONTHLY ISSUANCE,2019-10-03,Salary account
3232,37,MONTHLY ISSUANCE,2019-10-02,Salary account
618,1,MONTHLY ISSUANCE,2019-10-02,Savings account
1502,1,MONTHLY ISSUANCE,2019-10-02,NRI account
10857,50,MONTHLY ISSUANCE,2019-10-02,Savings account
692,69,MONTHLY ISSUANCE,2019-10-02,Savings account
3843,62,MONTHLY ISSUANCE,2019-10-02,Salary account
569,76,MONTHLY ISSUANCE,2019-10-01,Salary account
1500,43,MONTHLY ISSUANCE,2019-10-01,Savings account
2561,59,MONTHLY ISSUANCE,2019-09-29,NRI account
972,46,MONTHLY ISSUANCE,2019-09-29,Salary account
698,71,MONTHLY ISSUANCE,2019-09-29,NRI account
2294,46,MONTHLY ISSUANCE,2019-09-29,Salary account
2373,14,MONTHLY ISSUANCE,2019-09-29,Salary account
241,15,MONTHLY ISSUANCE,2019-09-29,NRI account
2483,1,MONTHLY ISSUANCE,2019-09-29,Salary account
2083,1,MONTHLY ISSUANCE,2019-09-28,NRI account
1823,3,MONTHLY ISSUANCE,2019-09-28,Salary account
2955,67,MONTHLY ISSUANCE,2019-09-27,Salary account
3446,6,ISSUANCE AFTER TRANSACTION,2019-09-27,NRI account
3339,1,MONTHLY ISSUANCE,2019-09-27,Salary account
1631,10,MONTHLY ISSUANCE,2019-09-27,Savings account
2869,68,MONTHLY ISSUANCE,2019-09-27,NRI account
3399,63,MONTHLY ISSUANCE,2019-09-26,Savings account
1374,53,MONTHLY ISSUANCE,2019-09-26,Salary account
1463,32,MONTHLY ISSUANCE,2019-09-25,NRI account
3894,52,MONTHLY ISSUANCE,2019-09-25,NRI account
2091,1,MONTHLY ISSUANCE,2019-09-25,NRI account
1377,1,MONTHLY ISSUANCE,2019-09-25,Salary account
9241,74,MONTHLY ISSUANCE,2019-09-25,Savings account
1308,54,MONTHLY ISSUANCE,2019-09-25,Savings account
1370,52,MONTHLY ISSUANCE,2019-09-25,NRI account
770,7,MONTHLY ISSUANCE,2019-09-24,Salary account
2332,77,MONTHLY ISSUANCE,2019-09-24,NRI account
1100,35,MONTHLY ISSUANCE,2019-09-23,NRI account
1484,70,MONTHLY ISSUANCE,2019-09-23,Salary account
2801,11,MONTHLY ISSUANCE,2019-09-23,NRI account
1113,8,MONTHLY ISSUANCE,2019-09-23,Savings account
3967,54,MONTHLY ISSUANCE,2019-09-22,Salary account
1173,11,MONTHLY ISSUANCE,2019-09-22,Salary account
7632,68,MONTHLY ISSUANCE,2019-09-22,Salary account
2339,63,MONTHLY ISSUANCE,2019-09-22,Savings account
2640,1,MONTHLY ISSUANCE,2019-09-21,Savings account
2921,54,MONTHLY ISSUANCE,2019-09-21,Salary account
3431,64,MONTHLY ISSUANCE,2019-09-21,NRI account
3179,71,MONTHLY ISSUANCE,2019-09-20,Savings account
2906,49,MONTHLY ISSUANCE,2019-09-20,Savings account
1538,22,MONTHLY ISSUANCE,2019-09-20,NRI account
6083,6,WEEKLY ISSUANCE,2019-09-19,Salary account
1669,39,MONTHLY ISSUANCE,2019-09-19,Savings account
8268,59,MONTHLY ISSUANCE,2019-09-19,Savings account
1063,68,MONTHLY ISSUANCE,2019-09-19,Salary account
1532,54,MONTHLY ISSUANCE,2019-09-19,Savings account
1957,33,MONTHLY ISSUANCE,2019-09-18,NRI account
3569,1,MONTHLY ISSUANCE,2019-09-18,Savings account
10789,75,MONTHLY ISSUANCE,2019-09-18,Savings account
831,44,MONTHLY ISSUANCE,2019-09-18,Salary account
3191,72,MONTHLY ISSUANCE,2019-09-17,NRI account
2076,18,MONTHLY ISSUANCE,2019-09-17,NRI account
1002,50,MONTHLY ISSUANCE,2019-09-17,NRI account
8381,14,MONTHLY ISSUANCE,2019-09-17,Savings account
2275,1,MONTHLY ISSUANCE,2019-09-16,Savings account
5305,47,MONTHLY ISSUANCE,2019-09-16,Salary account
1329,53,MONTHLY ISSUANCE,2019-09-16,Savings account
3098,1,MONTHLY ISSUANCE,2019-09-16,Salary account
4349,74,MONTHLY ISSUANCE,2019-09-16,Savings account
2990,30,MONTHLY ISSUANCE,2019-09-16,NRI account
3800,30,MONTHLY ISSUANCE,2019-09-16,Salary account
1556,54,MONTHLY ISSUANCE,2019-09-15,Savings account
6075,19,MONTHLY ISSUANCE,2019-09-15,Salary account
1066,16,WEEKLY ISSUANCE,2019-09-15,Savings account
3044,72,MONTHLY ISSUANCE,2019-09-14,Salary account
3499,51,MONTHLY ISSUANCE,2019-09-14,Salary account
1474,63,MONTHLY ISSUANCE,2019-09-14,NRI account
2026,64,MONTHLY ISSUANCE,2019-09-14,Savings account
164,60,MONTHLY ISSUANCE,2019-09-13,NRI account
1799,9,MONTHLY ISSUANCE,2019-09-13,Savings account
1600,1,MONTHLY ISSUANCE,2019-09-13,NRI account
2164,63,MONTHLY ISSUANCE,2019-09-12,NRI account
3508,42,MONTHLY ISSUANCE,2019-09-12,Savings account
2156,1,MONTHLY ISSUANCE,2019-09-11,Salary account
2349,72,MONTHLY ISSUANCE,2019-09-11,Savings account
2614,44,MONTHLY ISSUANCE,2019-09-11,Savings account
339,46,WEEKLY ISSUANCE,2019-09-11,Salary account
1067,34,MONTHLY ISSUANCE,2019-09-10,Savings account
2629,66,MONTHLY ISSUANCE,2019-09-10,NRI account
1774,61,MONTHLY ISSUANCE,2019-09-10,Salary account
2045,34,MONTHLY ISSUANCE,2019-09-09,Savings account
2058,34,MONTHLY ISSUANCE,2019-09-09,Savings account
1190,52,MONTHLY ISSUANCE,2019-09-09,NRI account
297,74,MONTHLY ISSUANCE,2019-09-08,Savings account
2914,4,MONTHLY ISSUANCE,2019-09-08,Savings account
4405,41,MONTHLY ISSUANCE,2019-09-08,Salary account
2084,44,MONTHLY ISSUANCE,2019-09-08,Salary account
1408,10,MONTHLY ISSUANCE,2019-09-07,Savings account
125,2,ISSUANCE AFTER TRANSACTION,2019-09-07,NRI account
2655,1,MONTHLY ISSUANCE,2019-09-07,NRI account
2314,2,MONTHLY ISSUANCE,2019-09-07,Salary account
7082,57,MONTHLY ISSUANCE,2019-09-06,Salary account
1910,60,MONTHLY ISSUANCE,2019-09-06,NRI account
5362,76,WEEKLY ISSUANCE,2019-09-06,Salary account
920,58,MONTHLY ISSUANCE,2019-09-05,Savings account
1525,57,MONTHLY ISSUANCE,2019-09-05,NRI account
1997,74,MONTHLY ISSUANCE,2019-09-05,Savings account
1679,68,MONTHLY ISSUANCE,2019-09-05,Salary account
174,52,MONTHLY ISSUANCE,2019-09-04,NRI account
694,67,MONTHLY ISSUANCE,2019-09-04,NRI account
2885,1,MONTHLY ISSUANCE,2019-09-04,Savings account
2872,1,MONTHLY ISSUANCE,2019-09-04,Savings account
3126,17,MONTHLY ISSUANCE,2019-09-03,NRI account
1293,40,MONTHLY ISSUANCE,2019-09-03,Salary account
406,63,MONTHLY ISSUANCE,2019-09-03,NRI account
4456,14,MONTHLY ISSUANCE,2019-09-03,Savings account
3418,42,ISSUANCE AFTER TRANSACTION,2019-09-02,Savings account
871,1,MONTHLY ISSUANCE,2019-09-02,Savings account
2953,1,MONTHLY ISSUANCE,2019-09-02,Savings account
1258,3,MONTHLY ISSUANCE,2019-09-01,Savings account
812,1,MONTHLY ISSUANCE,2019-08-30,Salary account
3774,72,MONTHLY ISSUANCE,2019-08-30,NRI account
3272,53,MONTHLY ISSUANCE,2019-08-30,NRI account
7990,9,MONTHLY ISSUANCE,2019-08-30,Salary account
7262,70,MONTHLY ISSUANCE,2019-08-30,Salary account
3504,70,MONTHLY ISSUANCE,2019-08-30,Salary account
2347,38,MONTHLY ISSUANCE,2019-08-30,Savings account
269,3,MONTHLY ISSUANCE,2019-08-30,Salary account
1894,6,MONTHLY ISSUANCE,2019-08-29,Salary account
1117,68,MONTHLY ISSUANCE,2019-08-29,Savings account
833,31,MONTHLY ISSUANCE,2019-08-29,NRI account
3155,28,MONTHLY ISSUANCE,2019-08-29,Salary account
242,69,MONTHLY ISSUANCE,2019-08-29,NRI account
10,54,MONTHLY ISSUANCE,2019-08-28,NRI account
2113,7,MONTHLY ISSUANCE,2019-08-28,NRI account
2677,5,MONTHLY ISSUANCE,2019-08-28,Savings account
6062,24,MONTHLY ISSUANCE,2019-08-28,Salary account
2065,61,MONTHLY ISSUANCE,2019-08-28,Savings account
987,15,MONTHLY ISSUANCE,2019-08-27,Savings account
2360,26,MONTHLY ISSUANCE,2019-08-27,Salary account
399,1,MONTHLY ISSUANCE,2019-08-27,Savings account
637,49,MONTHLY ISSUANCE,2019-08-27,NRI account
3353,74,MONTHLY ISSUANCE,2019-08-27,Savings account
4588,12,MONTHLY ISSUANCE,2019-08-27,Salary account
10220,44,MONTHLY ISSUANCE,2019-08-26,NRI account
2792,1,MONTHLY ISSUANCE,2019-08-26,NRI account
1504,1,MONTHLY ISSUANCE,2019-08-26,NRI account
3161,48,MONTHLY ISSUANCE,2019-08-26,Salary account
4186,1,MONTHLY ISSUANCE,2019-08-25,Salary account
3467,17,MONTHLY ISSUANCE,2019-08-25,Savings account
1350,21,WEEKLY ISSUANCE,2019-08-25,NRI account
20,74,MONTHLY ISSUANCE,2019-08-24,Savings account
2930,1,MONTHLY ISSUANCE,2019-08-24,NRI account
182,47,MONTHLY ISSUANCE,2019-08-24,Salary account
1517,5,MONTHLY ISSUANCE,2019-08-24,NRI account
617,74,MONTHLY ISSUANCE,2019-08-23,NRI account
2746,24,MONTHLY ISSUANCE,2019-08-23,NRI account
3427,36,MONTHLY ISSUANCE,2019-08-23,NRI account
58,29,MONTHLY ISSUANCE,2019-08-23,NRI account
918,60,MONTHLY ISSUANCE,2019-08-23,NRI account
324,1,MONTHLY ISSUANCE,2019-08-23,Salary account
9826,68,MONTHLY ISSUANCE,2019-08-23,NRI account
2094,73,MONTHLY ISSUANCE,2019-08-23,Savings account
1593,16,MONTHLY ISSUANCE,2019-08-22,Salary account
3004,11,MONTHLY ISSUANCE,2019-08-22,Savings account
2034,54,MONTHLY ISSUANCE,2019-08-21,NRI account
2622,1,MONTHLY ISSUANCE,2019-08-21,Savings account
10562,51,MONTHLY ISSUANCE,2019-08-21,Salary account
7099,1,MONTHLY ISSUANCE,2019-08-20,NRI account
166,17,MONTHLY ISSUANCE,2019-08-20,Salary account
1367,74,MONTHLY ISSUANCE,2019-08-20,Savings account
2795,11,MONTHLY ISSUANCE,2019-08-20,Savings account
7637,46,MONTHLY ISSUANCE,2019-08-19,NRI account
4010,30,MONTHLY ISSUANCE,2019-08-19,Salary account
4144,1,MONTHLY ISSUANCE,2019-08-19,Salary account
3347,4,MONTHLY ISSUANCE,2019-08-19,Savings account
2976,13,MONTHLY ISSUANCE,2019-08-19,Salary account
4480,58,MONTHLY ISSUANCE,2019-08-19,Salary account
4969,60,WEEKLY ISSUANCE,2019-08-19,NRI account
1274,54,WEEKLY ISSUANCE,2019-08-19,Savings account
3741,65,MONTHLY ISSUANCE,2019-08-18,Salary account
3311,8,MONTHLY ISSUANCE,2019-08-18,NRI account
656,3,MONTHLY ISSUANCE,2019-08-18,Salary account
1667,56,MONTHLY ISSUANCE,2019-08-18,Savings account
3789,6,MONTHLY ISSUANCE,2019-08-18,Savings account
8038,47,MONTHLY ISSUANCE,2019-08-17,NRI account
967,15,MONTHLY ISSUANCE,2019-08-17,Salary account
382,14,MONTHLY ISSUANCE,2019-08-16,Savings account
42,39,MONTHLY ISSUANCE,2019-08-16,NRI account
945,18,MONTHLY ISSUANCE,2019-08-16,NRI account
2764,53,MONTHLY ISSUANCE,2019-08-15,Salary account
2973,23,MONTHLY ISSUANCE,2019-08-15,Salary account
2209,65,MONTHLY ISSUANCE,2019-08-15,Salary account
2013,54,MONTHLY ISSUANCE,2019-08-15,Savings account
1935,38,MONTHLY ISSUANCE,2019-08-15,NRI account
447,5,MONTHLY ISSUANCE,2019-08-14,Savings account
3549,27,MONTHLY ISSUANCE,2019-08-14,NRI account
1563,47,MONTHLY ISSUANCE,2019-08-14,Salary account
753,31,MONTHLY ISSUANCE,2019-08-14,Savings account
779,16,MONTHLY ISSUANCE,2019-08-13,Savings account
916,1,MONTHLY ISSUANCE,2019-08-13,NRI account
271,1,MONTHLY ISSUANCE,2019-08-13,NRI account
2439,74,MONTHLY ISSUANCE,2019-08-13,Salary account
2210,31,MONTHLY ISSUANCE,2019-08-13,Savings account
1885,47,MONTHLY ISSUANCE,2019-08-13,Salary account
176,71,WEEKLY ISSUANCE,2019-08-12,Salary account
3066,74,MONTHLY ISSUANCE,2019-08-12,NRI account
911,60,MONTHLY ISSUANCE,2019-08-12,Salary account
2149,7,MONTHLY ISSUANCE,2019-08-11,Salary account
416,6,MONTHLY ISSUANCE,2019-08-11,Salary account
1501,50,MONTHLY ISSUANCE,2019-08-11,NRI account
2114,30,MONTHLY ISSUANCE,2019-08-11,Savings account
3749,68,MONTHLY ISSUANCE,2019-08-10,Salary account
1223,70,MONTHLY ISSUANCE,2019-08-10,NRI account
613,74,ISSUANCE AFTER TRANSACTION,2019-08-10,Salary account
2947,57,MONTHLY ISSUANCE,2019-08-09,NRI account
2086,70,WEEKLY ISSUANCE,2019-08-09,Salary account
3020,3,MONTHLY ISSUANCE,2019-08-09,Salary account
1211,49,MONTHLY ISSUANCE,2019-08-09,Salary account
2724,11,MONTHLY ISSUANCE,2019-08-09,Savings account
963,7,MONTHLY ISSUANCE,2019-08-09,Salary account
4442,54,MONTHLY ISSUANCE,2019-08-08,NRI account
1325,26,MONTHLY ISSUANCE,2019-08-08,Savings account
715,32,MONTHLY ISSUANCE,2019-08-08,Savings account
9491,7,WEEKLY ISSUANCE,2019-08-08,Salary account
2917,68,MONTHLY ISSUANCE,2019-08-08,NRI account
503,1,MONTHLY ISSUANCE,2019-08-08,NRI account
2794,74,MONTHLY ISSUANCE,2019-08-08,Savings account
2191,1,MONTHLY ISSUANCE,2019-08-08,NRI account
3614,19,MONTHLY ISSUANCE,2019-08-07,NRI account
2066,25,MONTHLY ISSUANCE,2019-08-07,Salary account
2117,48,MONTHLY ISSUANCE,2019-08-07,NRI account
436,30,MONTHLY ISSUANCE,2019-08-07,NRI account
2329,1,MONTHLY ISSUANCE,2019-08-07,Salary account
2134,52,MONTHLY ISSUANCE,2019-08-06,Savings account
1738,15,MONTHLY ISSUANCE,2019-08-06,Savings account
1576,35,WEEKLY ISSUANCE,2019-08-06,Salary account
1267,43,MONTHLY ISSUANCE,2019-08-05,Salary account
2102,41,MONTHLY ISSUANCE,2019-08-05,NRI account
1654,30,MONTHLY ISSUANCE,2019-08-05,Savings account
2383,68,MONTHLY ISSUANCE,2019-08-05,NRI account
2350,18,MONTHLY ISSUANCE,2019-08-04,NRI account
4438,48,MONTHLY ISSUANCE,2019-08-04,Salary account
2004,42,MONTHLY ISSUANCE,2019-08-04,Savings account
2101,9,MONTHLY ISSUANCE,2019-08-04,Savings account
3397,49,MONTHLY ISSUANCE,2019-08-04,NRI account
3040,17,MONTHLY ISSUANCE,2019-08-03,NRI account
4071,64,MONTHLY ISSUANCE,2019-08-03,NRI account
2278,1,MONTHLY ISSUANCE,2019-08-03,Savings account
371,12,MONTHLY ISSUANCE,2019-08-02,Salary account
9159,64,MONTHLY ISSUANCE,2019-08-02,Savings account
1906,1,MONTHLY ISSUANCE,2019-08-01,Savings account
194,44,MONTHLY ISSUANCE,2019-08-01,NRI account
3359,8,MONTHLY ISSUANCE,2019-07-30,Salary account
9646,1,WEEKLY ISSUANCE,2019-07-30,NRI account
10954,25,MONTHLY ISSUANCE,2019-07-29,NRI account
1571,66,MONTHLY ISSUANCE,2019-07-29,Salary account
1160,39,WEEKLY ISSUANCE,2019-07-29,NRI account
1985,20,MONTHLY ISSUANCE,2019-07-29,Salary account
4389,77,MONTHLY ISSUANCE,2019-07-28,NRI account
3192,18,MONTHLY ISSUANCE,2019-07-28,Salary account
836,46,MONTHLY ISSUANCE,2019-07-28,Salary account
3880,3,MONTHLY ISSUANCE,2019-07-28,NRI account
7424,68,MONTHLY ISSUANCE,2019-07-28,Salary account
1187,55,MONTHLY ISSUANCE,2019-07-28,Savings account
25,68,MONTHLY ISSUANCE,2019-07-28,NRI account
3491,51,MONTHLY ISSUANCE,2019-07-27,NRI account
6453,34,MONTHLY ISSUANCE,2019-07-27,Savings account
7907,70,MONTHLY ISSUANCE,2019-07-27,Savings account
2291,49,MONTHLY ISSUANCE,2019-07-27,NRI account
1900,27,MONTHLY ISSUANCE,2019-07-27,Savings account
3443,45,MONTHLY ISSUANCE,2019-07-26,NRI account
